isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,project_prf_case_tool_used,process_pmf_development_methodologies,process_pmf_prototyping_used,process_pmf_docs,tech_tf_architecture,tech_tf_client_server,tech_tf_client_roles,tech_tf_server_roles,tech_tf_type_of_server,tech_tf_type_of_server.1,tech_tf_client/server_description,tech_tf_web_development,tech_tf_dbms_used,tech_tf_tools_used,people_prf_project_user_involvement,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_1_yr,people_prf_it_experience_1_to_3_yr,people_prf_it_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,project_prf_total_project_cost,project_prf_cost_currency,project_prf_currency_multiple
32692,b,2007,education,"education institution;electricity, gas, water;ieee",business application,course management,enhancement,multi,5gl,oracle,95.0,l,264,309,4.0,4.5,,37.6,,9.3,9-14,,,agile development,,1,multi-tier with web public interface,,,,,,,web,,0,,,,,,,,,,1.0,,,0.0,182365.0,,
27500,a,2008,service industry,biotech,business application,content management system;dynamic website,new development,,4gl,pl/i,263.0,m1,14749,10114,18.4,20.1,,94.9,184.3,7.8,61-70,25.0,,agile development,,1,multi-tier with web public interface,,,,,,,web,yes,0,,0.0,1.0,,,,,22.0,,4.0,,0.0,,,"european, euro",
17293,b,2012,banking,government,business application,surveillance and security,enhancement,,3gl,c#,6.0,xs,45,69,16.2,16.8,,0.7,0.7,12.4,1,2.0,no,agile development;personal software process psp;unified process,,4,,,,,,,,,yes,1,,,,3.0,,,,,3.0,,,0.0,,,"european, euro",
27333,a,2008,manufacturing,education institution,business application,project management,new development,pc,3gl,c#,73.0,s,372,390,1.3,1.6,,2.3,0.5,18.9,5-8,2.0,,agile development,,9,client server,yes,,security/authentication,,,,,yes,2,,,,,,,,,,,,0.0,2.0,163581.0,,
31969,b,2012,service industry,government,business application,content management system;dynamic website,enhancement,proprietary,3gl,proprietary agile platform,327.0,m1,8940,4958,32.3,33.4,0.1,20.0,,13.9,,10.0,,agile development,,14,multi-tier with web public interface,,,html/web server;security/authentication,,,,web,,0,,,,10.0,,,,,6.0,,13.0,0.0,1.0,172252.0,,
30367,a,2008,medical & health care,surveillance & security,business application,financial transaction process/accounting;management or performance reporting;data warehouse system,new development,pc,5gl,java,899.0,,3232,1689,0.5,0.5,23.4,486.3,,1.9,,,,agile development,,18,stand alone,no,,,,,,web,,0,,0.0,0.0,4.0,,,,,,,16.0,,,,"canada, dollar",
18820,b,2012,education,transport & storage,business application,financial transaction process/accounting;management or performance reporting;data warehouse system,enhancement,pc,4gl,proprietary agile platform,69.0,s,450,343,11.6,12.5,3.1,69.4,61.8,1.8,1,7.0,,agile development;joint application development jad;multifunctional teams,,12,,yes,,,,,,,yes,0,,,,7.0,,,,0.0,,,15.0,0.0,,,"canada, dollar",
17293,a,2012,service industry,government,business application,surveillance and security,new development,,3gl,c#,280.0,s,2037,616,4.3,5.1,,140.2,35.8,5.6,1,15.0,,agile development,yes,20,client server,yes,,,,,,,yes,0,,,,,,,,,4.0,,7.0,0.0,,40638.0,,
25415,b,2012,government,government,,catalogue/register of things or events,re-development,,5gl,proprietary agile platform,8.0,xs,13,25,7.0,7.5,0.3,1.9,1.1,4.4,2,,,agile development,,1,multi-tier with web public interface,,web public interface,database server,,,,web,yes,0,,,,,,,,,,0.0,93.0,,,172222.0,"canada, dollar","yes 10,000"
25247,c,2009,government,government,business application,electronic data interchange,new development,pc,3gl,c#,426.0,s,8057,3401,17.5,18.6,34.4,27.0,25.4,16.4,5-8,3.0,yes,agile development,,19,multi-tier with web public interface,yes,,,,,,web,yes,1,,1.0,0.0,,,,,,5.0,,,,0.0,121626.0,,
15148,a,2013,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,c#,233.0,m1,323,228,0.5,0.6,,156.7,41.8,4.2,1,2.0,,agile development,,6,stand alone,,,,,,,,yes,0,,,,,,,,,10.0,,23.0,,,,"european, euro",
30658,a,2013,manufacturing,education institution,business application,business application,enhancement,multi,3gl,c#,287.0,l,1497,867,5.2,6.6,,40.1,17.6,10.0,2,,yes,agile development;personal software process psp;unified process,,20,stand alone,,,,,,,web,,1,,,0.0,4.0,,,,,,,,,2.0,265558.0,,
14525,b,2014,service industry,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,proprietary,3gl,c#,37.0,xs,6400,3209,54.4,54.0,0.0,39.7,6.8,1.1,,11.0,,agile development,,1,,,,,,,,,,0,,,,,,,,,,,14.0,,,,,no
25247,b,2010,government,government,business application,electronic data interchange,enhancement,,4gl,oracle,31.0,xxs,571,532,17.0,18.3,23.9,0.4,,14.2,5-8,5.0,,agile development,,5,,yes,run a computer-human interface;data entry & validation;data retrieval & presentation;web/html browser;security,,,,,,,0,,,2.0,5.0,,,,,4.0,24.0,,0.0,0.0,138678.0,,
17548,b,2010,banking,community services;government;public administration,business application,catalogue/register of things or events,enhancement,pc,4gl,proprietary agile platform,190.0,xxs,2520,1704,6.4,7.6,,28.3,10.2,15.8,,7.0,,agile development,yes,1,multi-tier with web public interface,,,,,,,web,yes,0,,6.0,,,,,,,6.0,,,,,,,
23552,b,2012,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,multi,3gl,c#,8.0,xs,2695,2163,68.3,66.2,,0.2,,9.1,,,,agile development,,1,stand alone,yes,,,,,,,,0,,,,,,,,,,,,,,,,
23839,b,2012,government,medical and health care,business application,catalogue/register of things or events;logistic or supply planning & control,enhancement,pc,4gl,c#,65.0,s,19,25,0.5,0.6,12.2,31.1,37.2,16.0,1,2.0,,agile development,,11,client server,,,,,,,,yes,0,,,,,,,,,,,,,,,,
17137,a,2010,education,government,,content management system;dynamic website,new development,,3gl,c#,1309.0,l,12421,6307,1.1,1.3,7.6,469.8,227.2,7.7,41-50,11.0,,agile development,,8,multi-tier with web public interface,,,,,,,,,0,,,,4.0,,,,,,,7.0,,,,,
14535,b,2011,banking,government,business application,customer billing/relationship management,new development,pc,3gl,c#,36.0,xs,509,524,5.9,7.0,17.0,2.8,1.6,13.5,,5.0,,agile development,,1,client server,,,database server,,,,,yes,0,,,,6.0,,,,,,,,,0.0,,,
14335,b,2010,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,new development,pc,3gl,c#,11.0,s,246,370,8.0,9.0,,3.1,0.3,11.9,,,,agile development,,1,,,,,,,,web,yes,1,,,2.0,,,,,0.0,4.0,,26.0,0.0,,,,
31103,b,2013,government,government,business application,surveillance and security,enhancement,,4gl,.net,143.0,m2,513,432,10.3,11.9,1.3,43.1,13.2,6.5,,5.0,,agile development;personal software process psp;unified process,,20,stand alone,,,,,,,web,,0,,6.0,,,,,,,4.0,4.0,,,0.0,146307.0,,
31969,b,2012,government,surveillance & security,business application,security controls,new development,,4gl,oracle,279.0,m2,59,64,0.5,0.5,,48.5,,8.0,,2.0,,agile development,,6,multi-tier with web public interface,,,,,,,web,,0,,,,4.0,,,,,,,,,,,,no
19161,b,2013,banking,government,business application,business application,enhancement,,3gl,c#,4.0,m1,11,14,21.0,21.5,,2.2,,6.8,,4.0,,agile development,,4,client server,,,,,,,web,,0,,,,,,,,,,,,,,,,
32296,a,2009,education,transport & storage,real-time application,promotions,enhancement,,5gl,java,744.0,m2,17012,10981,7.9,9.1,,364.3,167.5,4.6,3-4,,,agile development,,1,multi-tier with web public interface,,,,,,,web,,0,,0.0,,2.0,,,,,,18.0,,,0.0,244256.0,,
19161,b,2011,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,.net,12.0,xxs,3434,3030,23.7,25.7,3.4,0.2,,,1,4.0,,agile development,,1,stand alone,,,,,,,,yes,1,,,,,,,,,,3.0,,0.0,,90812.0,"european, euro",
32010,b,2014,education,community services;institutions eg. kindergartens,business application,workflow support & management;complex process control,enhancement,pc,3gl,oracle,54.0,s,410,421,6.1,7.3,,160.6,19.3,1.8,,,,agile development,,1,stand alone,,,,,,,,yes,0,,,,,,,,,,,,0.0,,57267.0,"canada, dollar",no
14319,b,2013,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,new development,pc,3gl,c#,56.0,xs,388,257,2.7,3.2,2.4,7.2,0.7,14.6,,,no,agile development,,6,,,web public interface,security/authentication,,,,,yes,1,,,1.0,,,,,,,,29.0,0.0,1.0,,,
30367,a,2010,service industry,government,business application,course management,new development,pc,4gl,c#,135.0,m2,17,25,0.5,0.5,,7.4,,16.4,1,2.0,,agile development,,14,multi-tier with web public interface,,web/html browser,,,,,,,1,,,,2.0,,,,,3.0,,,0.0,,,,
10279,a,2012,education,food processing,,content management system;dynamic website,re-development,pc,3gl,javascript,332.0,s,6586,3916,14.3,16.8,0.1,75.2,,6.1,21-30,,yes,agile development,,15,client server,no,,html/web server;security/authentication,,,,web,,0,,,,5.0,,,,,,1.0,,0.0,2.0,,"european, euro",
30466,d,2014,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,business application,enhancement,pc,5gl,c#,599.0,s,3161,1263,0.6,0.7,0.0,406.8,215.7,0.9,21-30,,,agile development,,18,client server,,web/html browser,,,,,web,,0,,2.0,,6.0,,,,,,,,,,,"european, euro",no
31166,b,2010,education,all industry organization types,,hospital information system,new development,proprietary,5gl,proprietary agile platform,55.0,s,623,581,15.8,17.4,,12.9,45.2,9.1,3-4,22.0,,agile development,,1,multi-tier with web public interface,yes,,,,,,web,,0,,,,,,,,,4.0,18.0,39.0,,,270749.0,,
25081,b,2013,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,security/authentication,new development,pc,5gl,c#,93.0,m1,253,126,2.1,2.5,0.8,18.0,2.2,12.8,9-14,,,agile development,,20,multi-tier with web public interface,,data entry & validation;data retrieval & presentation;device/equipment interface,database server,,,,,yes,1,,,0.0,,,,,2.0,,1.0,,0.0,0.0,191862.0,,
17548,b,2012,medical & health care,"education institution;electricity, gas, water;ieee",business application,content management system;dynamic website,re-development,proprietary,3gl,c#,203.0,m2,1207,659,4.4,5.4,,,,14.6,,,,agile development,,16,multi-tier with web public interface,,,,,,,web,,0,,,,,,,,,,,,,,112646.0,,
25415,b,2013,government,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,mathematical modelling finance or eng.;software development tool,new development,proprietary,5gl,proprietary agile platform,4.0,xs,16,16,16.8,16.7,0.0,3.4,4.3,0.7,9-14,10.0,,agile development,,1,multi-tier with web public interface,,,,,,,,,0,,,,,,,,,,,,,,31191.0,"canada, dollar",no
32725,b,2013,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,c#,,xs,9,9,,0.7,3.8,5.6,19.2,8.9,1,2.0,,agile development,,4,stand alone,,,,,,,,yes,0,,,,,,,,,,,,,,,,
13784,a,2013,government,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,,3gl,c#,412.0,s,15908,8210,26.3,29.2,0.1,104.5,49.1,7.4,,,,agile development;joint application development jad;multifunctional teams,yes,17,stand alone,,run a computer-human interface;business logic or rule processing;database server,,,,,,,1,,,,3.0,,,,5.0,2.0,,,1.0,,62155.0,"european, euro",
16039,b,2008,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,,surveillance and security,enhancement,pc,3gl,proprietary agile platform,29.0,xs,6573,3733,35.0,35.6,29.0,1.1,4.0,14.8,9-14,3.0,no,agile development,,1,stand alone,no,web/html browser,html/web server;security/authentication,,,,web,yes,3,,6.0,0.0,,,,,22.0,,24.0,,0.0,2.0,,"european, euro",
24701,b,2009,education,"education institution;electricity, gas, water;ieee",business application,business application,new development,,4gl,java,82.0,s,111,169,1.6,2.0,,41.9,,6.6,,,,agile development,yes,1,,yes,,,,,,web,,0,,,,,,,,,,3.0,40.0,,,,,
19859,a,2011,service industry,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,,business application,enhancement,multi,3gl,c#,69.0,s,420,351,10.0,11.2,,8.4,22.5,5.7,,,yes,agile development,,19,multi-tier with web public interface,,run a computer-human interface;business logic or rule processing;database server,,,,,,,0,,,,2.0,,,,,1.0,,,,,,,
15558,a,2012,electronics & computers,education institution,business application,promotions,re-development,pc,4gl,c#,691.0,m1,400,364,0.5,0.5,,258.9,238.6,9.0,,,yes,agile development,,19,,yes,,,,,,,yes,0,,,,,,,,,,,,0.0,,213688.0,"canada, dollar",no
23319,b,2010,education,"education institution;electricity, gas, water;ieee",business application,management information system,enhancement,,5gl,pl/i,62.0,m2,28,42,0.8,1.0,,48.2,39.3,2.5,5-8,16.0,no,agile development,,3,client server,,,,,,,web,yes,0,,,,5.0,,,,,,4.0,,,,,,
27281,c,2011,education,"education institution;electricity, gas, water;ieee",business application,surveillance and security,enhancement,,3gl,proprietary agile platform,30.0,m2,9681,6291,97.8,101.5,,5.8,,12.1,2,17.0,,agile development,yes,20,,yes,run a computer-human interface;data entry & validation;data retrieval & presentation;web/html browser,database server;ftp server;html/web server;messaging server;object/component server;security/authentication;business logic + integration to 30 other systems,,,,,yes,3,,1.0,8.0,,,,,4.0,,1.0,1.0,0.0,2.0,81726.0,,
29310,b,2011,government,government,business application,surveillance and security,enhancement,pc,3gl,proprietary agile platform,46.0,xs,1531,1159,11.4,12.5,11.8,2.2,1.4,11.5,9-14,3.0,,agile development,,1,multi-tier with web public interface,,,,,,,,yes,0,,,0.0,,,,,,,,,,,,,
32725,a,2010,education,transport & storage,business application,course management,enhancement,proprietary,5gl,java,983.0,m2,3385,1843,1.0,1.2,,383.5,125.5,7.3,,,,agile development;joint application development jad;multifunctional teams,,20,client server,yes,,,,,,,,0,,0.0,,8.0,,,,1.0,3.0,18.0,26.0,0.0,,145845.0,,
18118,b,2009,medical & health care,government;community services,business application,customer relationship management,new development,,5gl,proprietary agile platform,436.0,m1,2764,1795,5.0,5.3,,140.2,,5.5,3-4,22.0,,agile development,,4,multi-tier with web public interface,,,,,,,web,yes,0,,,1.0,,,,,,,,,0.0,3.0,,,
31969,a,2012,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,c#,32.0,s,307,356,3.8,4.6,,2.7,3.5,13.4,,,,agile development,,1,stand alone,,web/html browser,security/authentication,,,,web,yes,1,,,,,,,,,,,,,0.0,,"canada, dollar",
17548,a,2008,medical & health care,high tech,business application,customer relationship management,enhancement,multi,3gl,.net,584.0,l,21812,15713,11.8,13.2,,,1.8,12.5,2,,,agile development,yes,1,multi-tier with web public interface,yes,,data acquisation,,,,,yes,0,,1.0,32.0,,,,,5.0,8.0,,,1.0,12.0,,,
32725,a,2011,service industry,government,infrastructure software,business application,enhancement,pc,3gl,.net,689.0,m1,4075,1828,0.7,0.8,,197.1,,8.6,3-4,2.0,,agile development,,8,stand alone,,run a computer-human interface;business logic or rule processing;database server,database server;file &/or print server;html/web server;multi-user legacy application,,,,,yes,0,,,,,,,,,7.0,1.0,,,,,"european, euro",
19859,b,2010,government,community services;institutions eg. kindergartens,business application,analysis management,enhancement,,4gl,java,180.0,s,15857,9904,33.5,35.4,0.5,105.7,18.1,3.5,3-4,26.0,,agile development,,1,multi-tier with web public interface,,,security/authentication,,,,,yes,0,,,,7.0,,,,0.0,8.0,,,0.0,0.0,,,no
30367,b,2014,government,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,new development,pc,3gl,c#,48.0,xs,1154,609,30.0,31.6,0.0,37.1,112.5,1.0,,4.0,,agile development,,3,stand alone,yes,,,,,,,yes,0,,,,,,,,,,,,0.0,,,"european, euro",
13784,b,2010,service industry,community services,business application,financial transaction process/accounting;management or performance reporting;data warehouse system,new development,,3gl,c#,106.0,xs,2023,1290,12.6,13.3,,35.3,7.3,13.3,1,9.0,,agile development,,1,multi-tier with web public interface,yes,,,,,,,yes,0,,,,,,,,,,,,0.0,0.0,,,
25415,b,2013,banking,government,business application,business application,new development,,5gl,.net,303.0,m1,407,315,1.6,2.1,,50.4,167.8,8.8,1,6.0,,agile development,,12,multi-tier with web public interface,,,,,,,,,0,,,,4.0,,,,,4.0,,28.0,,,,"european, euro",
