isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,project_prf_case_tool_used,process_pmf_development_methodologies,process_pmf_prototyping_used,process_pmf_docs,tech_tf_architecture,tech_tf_client_server,tech_tf_client_roles,tech_tf_server_roles,tech_tf_type_of_server,tech_tf_client/server_description,tech_tf_web_development,tech_tf_dbms_used,tech_tf_tools_used,people_prf_project_user_involvement,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_1_yr,people_prf_it_experience_1_to_3_yr,people_prf_it_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,project_prf_total_project_cost,project_prf_cost_currency,project_prf_currency_multiple
14335,B,2013,Wholesale & Retail,public sector,Business Application,analysis management,New Development,MR,4GL,Oracle,12.0,M1,17,21,49.7,48.8,1.1,14.6,7.6,1.7,21-30,12.0,Yes,agile development,Yes,4,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,,,,,,,"European, euro","Yes 10,000"
30466,B,2008,Wholesale & Retail,community services; government,Business Application,data or database management,Re-development,PC,3GL,Oracle,163.0,M2,11741,8440,21.2,22.2,,74.6,,,2,,Yes,agile development; personal software process (psp); unified process,Yes,1,Multi-tier with web public interface,Yes,business logic or rule processing; data entry & validation; data retrieval & presentation; run a computer-human interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,11.0,,6.0,,,,1.0,,,,,2.0,,"European, euro",
15723,B,2012,Education,"education institution; electricity, gas, water; ieee",Business Application,project management,New Development,Proprietary,3GL,Java,152.0,M1,3953,1976,15.6,16.4,0.0,92.8,,2.9,41-50,,No,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,,,16.0,,,,"European, euro",
23319,B,2011,Government,"education institution; electricity, gas, water; ieee",Business Application,electronic data interchange,Enhancement,,3GL,Proprietary Agile Platform,164.0,M1,1902,1146,0.8,1.0,,24.4,,16.1,,,No,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,,,,,,,"European, euro",
32296,B,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,12.0,XXS,632,439,24.8,25.8,,0.4,1.1,16.1,1,,Yes,agile development,Yes,2,Stand alone,,,,,,,Yes,1,,,1.0,,,,,,,,,,,79124.0,"European, euro",
18328,A,2010,Education,banking,Infrastructure Software,course management,Enhancement,MR,3GL,Proprietary Agile Platform,138.0,L,2895,2736,12.0,13.2,,38.9,16.4,11.6,3-4,16.0,Yes,agile development,Yes,1,Multi-tier with web public interface,,,html/web server; security/authentication,,,Web,,0,,0.0,0.0,,,,,1.0,6.0,,,0.0,,,"European, euro",
15558,A,2009,Banking,government,Business Application,surveillance and security,Enhancement,PC,3GL,Oracle,72.0,M2,1084,879,2.0,2.5,,3.0,1.1,12.9,,,Yes,agile development,Yes,10,Stand alone,No,web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,,Yes,4,,,3.0,,,,,1.0,3.0,,,0.0,2.0,,"European, euro",
14345,B,2013,Government,government,Infrastructure Software,mathematical modelling (finance or eng.); software development tool,Enhancement,PC,3GL,.Net,14.0,S,11,13,5.4,6.4,,1.2,2.2,10.8,9-14,3.0,Yes,agile development,Yes,18,Multi-tier with web public interface,,business logic or rule processing; database server; run a computer-human interface,,,,Web,,0,,,,3.0,,,,,3.0,,,,,,"Canada, dollar",
26861,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,3.0,XXS,9,9,13.2,,,0.2,0.3,10.3,1,,No,agile development,Yes,18,,,,,,,Web,Yes,1,,,,5.0,,,,,8.0,,,,,,"United States, dollar",
11738,B,2013,Medical & Health Care,medical and health care,Business Application,auditing management,New Development,,3GL,Oracle,146.0,M2,4848,3158,16.0,17.8,,144.5,,0.8,9-14,,Yes,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,,0.0,,,,,,,,,,,,"Canada, dollar","Yes 10,000"
27500,B,2011,Government,government,Business Application,content management system; dynamic website,Enhancement,PC,3GL,Java,26.0,S,10,11,0.6,0.7,,15.9,11.9,5.1,,,Yes,agile development,Yes,12,Client server,,,,,,Web,,0,,,,,,,,,,,,,,94877.0,"European, euro",
32010,D,2013,Electronics & Computers,government,Business Application,electronic data interchange,New Development,Proprietary,3GL,Oracle,95.0,M1,1095,788,35.9,38.7,,34.9,93.0,0.9,2,18.0,Yes,agile development,Yes,19,Multi-tier with web public interface,Yes,business logic or rule processing; data entry & validation; data retrieval & presentation,database server; html/web server,,,Web,,0,,,,1.0,,,,,4.0,,35.0,,,,"United States, dollar","Yes 10,000"
14335,B,2011,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,Oracle,9.0,S,32,37,23.4,23.3,93.6,1.7,0.3,14.4,,2.0,No,agile development,Yes,8,,Yes,data entry & validation; data retrieval & presentation; device/equipment interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,,Yes,2,,,,10.0,,,,,5.0,,,0.0,,,"Canada, dollar",
31103,B,2012,Medical & Health Care,community services,Business Application,business application,Re-development,,3GL,Oracle,254.0,M1,1233,1274,2.6,3.4,5.0,207.7,120.5,3.9,,,Yes,agile development; joint application development (jad); multifunctional teams,Yes,2,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,2.0,,0.0,19.0,0.0,,246370.0,"European, euro","Yes 10,000"
13384,B,2011,Electronics & Computers,medical and health care,Business Application,hospital information system,New Development,Proprietary,3GL,Java,898.0,XL,13564,8239,2.7,3.6,,617.6,,4.6,61-70,23.0,Yes,agile development,Yes,11,Client server,No,,,,,,Yes,0,,0.0,5.0,,,,,2.0,,18.0,,1.0,2.0,,"European, euro","Yes 10,000"
11801,B,2010,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,content management system; dynamic website,Enhancement,PC,3GL,Oracle,10.0,M1,99,217,5.7,6.2,,0.6,0.3,13.6,,2.0,Yes,agile development,Yes,1,Stand alone,,web/html browser,,,,Web,Yes,1,,,4.0,,,,,2.0,,,,0.0,,,"European, euro",
27333,A,2008,Utilities,community services; government,Business Application,"catalogue/register of things or events; customer billing; financial transaction process/accounting; job, case, incident, project management; management or performance reporting; mathematical modelling; online analysis and reporting; workflow support & management",Re-development,MR,4GL,Java,924.0,L,7683,5155,5.0,6.1,,797.7,,1.3,2,47.0,Yes,agile development; extreme programming (xp); imes oom; iterative; rapid application development (rad); timeboxing; unified process,Yes,11,Multi-tier with web public interface,Yes,,database server; html/web server,,,Web,,0,,8.0,,2.0,,,,,,,,,,77010.0,"United States, dollar",
18118,D,2012,Medical & Health Care,government,Business Application,idm,New Development,PC,3GL,Proprietary Agile Platform,553.0,S,15050,7936,19.8,22.7,0.1,273.3,223.8,0.9,5-8,38.0,Yes,agile development; personal software process (psp); unified process,Yes,17,,Yes,web/html browser,,,,,Yes,0,,1.0,,,,,,8.0,,,,,0.0,,"United States, dollar","Yes 10,000"
32725,B,2010,Service Industry,medical and health care,Business Application,idm,Enhancement,,3GL,Oracle,101.0,M1,1472,778,3.3,4.0,,37.1,,4.6,,10.0,Yes,agile development,Yes,3,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,10.0,,24.0,,,,"European, euro",
14345,B,2012,Education,education institution,Business Application,idm,Enhancement,MR,3GL,Proprietary Agile Platform,,,2339,2221,7.3,8.6,,241.5,,1.9,,27.0,No,agile development,Yes,1,Stand alone,,,,,,,,0,,,1.0,,,,,,,,,,,,"European, euro",
18118,C,2009,Education,"financial, property & business services",Business Application,automated data acquisition,New Development,PC,3GL,Proprietary Agile Platform,668.0,M2,1976,1331,0.5,0.5,34.8,251.3,134.1,10.5,21-30,6.0,Yes,agile development,Yes,19,Multi-tier with web public interface,No,business logic or rule processing; data entry & validation; data retrieval & presentation; run a computer-human interface,database server,,,Web,Yes,0,,,2.0,,,,,,,,,1.0,0.0,,"United States, dollar",
32725,B,2012,Medical & Health Care,high tech,Business Application,management information system,Enhancement,Proprietary,3GL,Java,337.0,M1,3723,2396,9.2,10.5,11.4,410.9,218.7,1.4,,9.0,No,agile development; personal software process (psp); unified process,Yes,2,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,,,,,,148515.0,"European, euro","Yes 10,000"
11278,B,2010,,transport & storage,Business Application,online analysis and reporting,New Development,Proprietary,3GL,Java,1007.0,L,17131,9037,0.7,0.8,1.4,528.0,331.8,,3-4,,Yes,agile development,Yes,1,Client server,,,,,,Web,,0,,,1.0,,,,,,,,,,,45737.0,"European, euro",
32296,A,2008,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,electronic data interchange,Re-development,PC,3GL,Proprietary Agile Platform,273.0,M2,4924,2611,2.8,3.4,,226.4,50.4,2.5,2,4.0,Yes,agile development; personal software process (psp); unified process,Yes,4,Multi-tier with web public interface,Yes,,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,1,,,,,,,,,9.0,4.0,,,1.0,,"United States, dollar",
32692,B,2015,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,Enhancement,PC,3GL,.Net,16.0,XXS,18,22,2.2,2.8,,29.0,68.3,1.2,1,3.0,Yes,agile development; personal software process (psp); unified process,Yes,6,Stand alone,,data entry & validation; run a computer-human interface; web public interface,,,,,,0,,,,8.0,,,,17.0,10.0,,43.0,,,,"Canada, dollar","Yes 10,000"
14345,B,2011,Education,medical and health care,Business Application,electronic data interchange,Enhancement,PC,3GL,Proprietary Agile Platform,744.0,L,20328,11715,3.6,4.4,,133.4,,7.8,2,17.0,Yes,agile development; joint application development (jad); multifunctional teams,Yes,1,,,web/html browser,,,,Web,Yes,0,,1.0,0.0,,,,,4.0,,,,,,36105.0,"European, euro",
26034,D,2007,Utilities,"banking; communications; community services; construction; defence; education institution; financial, property & business services; government; manufacturing; medical and health care; professional; real estate & property; transport & storage; wholesale & retail trade",Business Application,"catalogue/register of things or events; customer billing; financial transaction process/accounting; job, case, incident, project management; management or performance reporting; mathematical modelling; online analysis and reporting; workflow support & management",Re-development,PC,3GL,Java,1027.0,XL,2560,1334,0.8,1.1,26.1,505.1,,5.9,2,15.0,Yes,agile development; iterative,Yes,20,Multi-tier with web public interface,No,business logic or rule processing; database server; run a computer-human interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,1,,,2.0,,,,,1.0,,3.0,15.0,0.0,0.0,,"United States, dollar",
32010,D,2010,Electronics & Computers,surveillance & security,Business Application,proposal builder,Re-development,Multi,3GL,Proprietary Agile Platform,1408.0,M2,10813,5500,2.4,3.1,,402.5,,8.4,9-14,,Yes,agile development; personal software process (psp); unified process,Yes,20,Multi-tier with web public interface,No,web/html browser,database server; html/web server,,,Web,Yes,0,,,1.0,5.0,,,,,,,9.0,0.0,0.0,85818.0,"United States, dollar",
11738,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,Enhancement,Multi,3GL,Oracle,5.0,S,643,767,38.4,37.9,,0.4,0.3,14.0,1,4.0,No,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,,,,,,,,,,,1.0,,65400.0,"European, euro",
26585,B,2012,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,New Development,PC,3GL,Proprietary Agile Platform,6.0,S,108,131,19.9,20.4,,5.7,1.9,4.6,9-14,3.0,Yes,agile development,Yes,1,Client server,,,,,,,Yes,0,,,,,,,,,,,,,0.0,,"Canada, dollar",
21719,B,2013,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,Enhancement,Multi,3GL,JavaScript,695.0,M2,12284,4681,17.0,18.5,,137.6,133.3,5.0,2,,Yes,agile development,Yes,20,Multi-tier with web public interface,Yes,,,,,Web,,0,,,,,,,,22.0,,2.0,,0.0,0.0,,"European, euro",No
32692,A,2012,Education,"financial, property & business services",Business Application,analysis management,Re-development,PC,3GL,.Net,1018.0,M2,7436,3614,4.8,5.7,,227.3,,4.6,5-8,,Yes,agile development,Yes,19,Client server,,web/html browser,,,,Web,,0,,,,,,,,,5.0,,69.0,,1.0,,"Canada, dollar","Yes 10,000"
18118,B,2015,Banking,government,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,44.0,S,44,41,2.2,2.7,,4.7,34.5,8.5,,,Yes,agile development,Yes,20,Stand alone,,,,,,,Yes,0,,0.0,4.0,8.0,,,,,3.0,,,0.0,,,"European, euro",
17548,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,21.0,XXS,1068,973,16.4,18.1,,1.0,,4.0,1,,Yes,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,,,,,,,,3.0,,53.0,,,60586.0,"European, euro","Yes 10,000"
30658,B,2010,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,4.0,XXS,725,396,78.1,75.7,,0.3,0.3,11.7,9-14,5.0,No,agile development,Yes,3,,Yes,web public interface,security/authentication,,,,Yes,1,,,,,,,,2.0,,,,0.0,2.0,32175.0,"European, euro",
32010,A,2012,Education,government,Business Application,content management system; dynamic website,Enhancement,PC,3GL,Proprietary Agile Platform,35.0,S,120,135,6.9,8.1,,38.7,2.7,4.8,,7.0,Yes,agile development,Yes,11,Client server,Yes,web/html browser,,,,Web,Yes,0,,,4.0,5.0,,,,,,3.0,,0.0,0.0,,"European, euro",
14525,D,2011,Banking,government,Business Application,surveillance and security,New Development,PC,3GL,.Net,1212.0,M1,13855,6334,2.4,3.1,,50.2,,16.8,1,2.0,Yes,agile development,Yes,20,Stand alone,Yes,data entry & validation; data retrieval & presentation; web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,3,,1.0,2.0,4.0,,,,,,4.0,,0.0,12.0,,"European, euro",
31103,B,2013,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,clinical archive,Enhancement,PC,3GL,Oracle,27.0,S,1217,858,12.3,14.4,,8.5,4.5,4.9,,,Yes,agile development,Yes,2,Stand alone,,web public interface,,,,,Yes,0,,,,,,,,,7.0,,,,0.0,85514.0,"European, euro",
27970,B,2010,Medical & Health Care,"banking; communications; community services; construction; defence; education institution; financial, property & business services; government; manufacturing; medical and health care; professional; real estate & property; transport & storage; wholesale & retail trade",Business Application,student & tests management,New Development,Proprietary,3GL,Proprietary Agile Platform,267.0,XL,121,117,0.5,0.5,,267.7,160.5,4.5,5-8,3.0,Yes,agile development,Yes,3,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,,,,,,227125.0,"European, euro",
17275,B,2012,,high tech,Business Application,automated data acquisition,Enhancement,MR,3GL,Java,263.0,M2,3312,2356,5.4,6.7,,143.6,105.3,3.5,41-50,14.0,Yes,agile development; personal software process (psp); unified process,Yes,9,,,,,,,Web,,0,,,0.0,6.0,,,,,,,,0.0,,,"European, euro",
25247,B,2007,Electronics & Computers,biotech,Business Application,management information system,Re-development,PC,3GL,ABAP,1238.0,L,24872,13696,1.3,1.6,66.8,220.0,122.8,14.7,,24.0,Yes,agile development,Yes,1,Multi-tier with web public interface,,,database server,,,Web,,0,,,,,,,,,,,23.0,1.0,,,"Canada, dollar",
14345,D,2011,Banking,government,Business Application,catalogue/register of things or events,New Development,PC,3GL,Oracle,265.0,M2,1055,870,3.5,4.2,,19.4,,15.2,1,2.0,Yes,agile development,Yes,20,,Yes,business logic or rule processing; database server; run a computer-human interface,,,,Web,Yes,1,,,0.0,,,,,,5.0,1.0,,0.0,0.0,218285.0,"Canada, dollar",
27500,A,2011,Education,"education institution; electricity, gas, water; ieee",Infrastructure Software,customer billing/relationship management,Enhancement,Proprietary,3GL,Oracle,86.0,S,5392,4650,12.6,15.0,,82.0,13.3,4.6,,,Yes,agile development,Yes,1,,,web/html browser,,,,Web,Yes,0,,0.0,2.0,,,,,,,,,,0.0,,"European, euro",
