isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,_case_tool_used,process_pmf_development_methodologies,process_pmf_prototyping_used,process_pmf_docs,tech_tf_architecture,tech_tf_client_server,tech_tf_client_roles,tech_tf_server_roles,tech_tf_type_of_server,tech_tf_web_development,tech_tf_dbms_used,tech_tf_tools_used,people_prf_project_user_involvement,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_1_yr,people_prf_it_experience_1_to_3_yr,people_prf_it_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,project_prf_total_project_cost,project_prf_cost_currency,project_prf_currency_multiple
29949,b,2003,insurance,insurance,,,new development,mf,3gl,pl/i,146.0,m1,294.0,294,2.0,2.0,,36.5,,4.0,,,,waterfall incl linear processing & ssadm,,4,,,,,,,,,,,,,,,,,,,,,,,,
29950,b,2010,manufacturing,manufacturing,business application,selling reporting,enhancement,mr,,,30.0,s,,490,,16.3,0.0,5.9,,5.1,,,,,,8,yes,,,client server,client server,,yes,,,,,,,,,,,,,,3.0,,,
29951,b,2006,insurance,insurance,,,enhancement,multi,3gl,java,49.0,s,630.0,630,12.9,12.9,,9.4,,5.2,,,yes,,,7,,,,,,,,,,,,,,,,,,,,,,,,
29956,b,2013,insurance,insurance,business application,unknown,enhancement,,4gl,natural,244.0,m1,4065.0,4065,16.7,16.7,,48.8,,5.0,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
29959,b,2007,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3gl,cobol,147.0,m1,15793.0,15793,107.4,107.4,,8.9,,16.5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
29960,b,2015,communication,telecommunications,business application,online. esales,enhancement,multi,,,79.0,s,1639.0,1639,20.7,20.7,,20.3,,3.9,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,web,,,,,,,,,,,,,,,,,,
29962,b,1994,mining,mining,business application,office information system,new development,mr,4gl,oracle,418.0,m2,1058.0,1058,2.5,2.5,19.1,69.7,34.8,6.0,2,2.0,yes,joint application development jad; rapid application development rad,yes,6,,,,,,,yes,,,,,,,,,,,,,,,,,
29966,a,1994,government,public administration,business application,transaction/production system,new development,mf,,,619.0,m2,541.0,541,0.9,0.9,0.0,309.5,,2.0,,,,multifunctional teams,yes,5,,,,,,,yes,,,,,,,,,,,,,,,,,
29971,b,1994,manufacturing,manufacturing,business application,office information system,enhancement,mf,3gl,cobol,13.0,xs,97.0,97,7.5,7.5,0.0,13.0,6.5,1.0,2,2.0,no,,,4,,,,,,,yes,,,,,,,,,,,,,,,,,
29972,a,2007,utilities,"government; electricity, gas, water",business application,financial transaction process/accounting,enhancement,mf,3gl,pl/i,315.0,m2,1206.0,1206,3.8,3.8,9.5,39.4,5.6,8.0,5-8,7.0,,,,14,no,,,,,,yes,,,,,7.0,,,,,,7.0,8.0,0.0,0.0,,,
29982,b,2000,manufacturing,manufacturing,business application,transaction/production system,enhancement,mf,3gl,pl/i,210.0,m1,272.0,4733,1.3,22.5,0.0,42.0,3.5,5.0,9-14,12.0,,,,2,,,,,,,yes,,,,,,,,,,,,,,0.0,,,
29983,b,2008,insurance,insurance,,,enhancement,mf,3gl,cobol,112.0,m1,1005.0,1005,9.0,9.0,,22.4,,5.0,,,,waterfall incl linear processing & ssadm,,3,,,,,,,,,,,,,,,,,,,,,,,,
29986,a,2000,communication,communications,business application,transaction/production system,enhancement,mr,4gl,sql,349.0,m2,4134.0,4134,11.8,11.8,,69.8,5.8,5.0,9-14,12.0,,,,4,,,,,,,yes,,yes,,,,,,,,,,,,,,,
29992,b,1999,manufacturing,manufacturing,,,new development,pc,3gl,c++,561.0,m2,2409.0,2409,4.3,4.3,,33.0,,17.0,,,,,yes,4,,,,,,,,,,,,,,,,,,,,,,,,
29997,b,2004,financial,"financial, property & business services",business application,financial transaction process/accounting; data warehouse,enhancement,,4gl,,,m2,3510.0,3510,,,,,,7.5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
29998,b,2009,manufacturing,manufacturing,business application,quality of factory,enhancement,multi,4gl,sql,866.0,m2,,3487,,4.0,4.6,72.2,,12.0,,,,,,8,yes,,,client server,client server,,yes,,,,,,,,,,,,,,0.0,,,
29999,b,2004,financial,"financial, property & business services",business application,financial transaction process/accounting; client server,enhancement,multi,4gl,,,m1,634.0,634,,,,,,2.1,,,,,,3,yes,,,client server,,,,,,,,,,,,,,,,,,,,
30005,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,270.0,m1,9008.0,9008,33.4,33.4,,18.0,0.2,15.0,91-100,94.0,,,,2,,,,,,,,,,,,,,,,,,,,,,512823.0,"united states, dollar",no
30008,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,57.0,s,4243.0,4243,74.4,74.4,,3.4,0.0,17.0,81-90,84.0,,,,2,,,,,,,,,,,,,,,,,,,,,,261226.0,"united states, dollar",no
30017,b,2013,communication,telecommunications,business application,online. esales,enhancement,multi,,,91.0,s,2039.0,2039,22.4,22.4,,21.7,,4.2,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,web,,,,,,,,,,,,,,,,,,
30020,b,2015,communication,telecommunications,business application,customer relationship management,enhancement,multi,4gl,siebel,851.0,m2,11995.0,11995,14.1,14.1,,223.9,,3.8,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30021,b,2014,insurance,insurance,business application,unknown,enhancement,,,,52.0,s,191.0,191,3.7,3.7,,104.0,,0.5,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30026,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,19.0,xs,1603.0,1603,84.4,84.4,,1.6,0.0,12.0,41-50,49.0,,,,2,,,,,,,,,,,,,,,,,,,,,,101632.0,"united states, dollar",no
30028,b,2013,insurance,insurance,business application,unknown,enhancement,,,,162.0,m1,1249.0,1249,7.7,7.7,,47.6,,3.4,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30029,b,2012,banking,government; education institution; wholesale & retail trade; transport & storage; communications; medical and health care; banking,business application,surveillance and security,enhancement,pc,3gl,c#,72.0,s,225.0,225,3.1,3.1,,6.0,3.0,12.0,2,2.0,,agile development,,6,,,,,,,yes,,,,,,,,,,,,,,,,,
30030,b,2010,government,government,business application,business application,new development,,4gl,oracle,116.0,m1,938.0,938,8.1,8.1,0.0,48.3,,2.4,,,,,,2,,,,,,,,,,,,,,,,,,,,,,59920.0,"european, euro",no
30052,b,2015,insurance,insurance,business application,workflow support & management,enhancement,pc,4gl,oracle,1319.0,l,5219.0,5219,4.0,4.0,,239.8,34.3,5.5,5-8,7.0,,,,2,,,,,,,,,,,,,,,,,,,,,,283680.0,"european, euro",no
30054,b,2010,manufacturing,manufacturing,business application,customer management,enhancement,mr,3gl,sql,35.0,s,,747,,21.3,0.0,5.3,,6.6,,,,,,8,yes,,,client server,client server,,yes,,,,,,,,,,,,,,0.0,,,
30089,b,2014,insurance,insurance,business application,unknown,enhancement,,,,124.0,m1,60.0,60,0.5,0.5,,59.0,,2.1,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30095,b,2015,communication,telecommunications,business application,workflow support & management,enhancement,multi,,,167.0,m1,1088.0,1088,6.5,6.5,,35.5,,4.7,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30097,b,2010,manufacturing,manufacturing,business application,car logistic management,enhancement,mr,3gl,java,97.0,s,,1711,,17.6,10.3,22.6,,4.3,,,yes,,,8,yes,,,client server,client server,,yes,,,,,,,,,,,,,,0.0,,,
30116,b,2014,communication,telecommunications,business application,customer relationship management,enhancement,multi,4gl,visual basic,97.0,s,1250.0,1250,12.9,12.9,,34.6,,2.8,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30117,b,2013,insurance,insurance,business application,unknown,enhancement,,,formspath,70.0,s,89.0,89,1.3,1.3,,31.8,,2.2,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30122,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,107.0,m1,5598.0,5598,52.3,52.3,,4.9,0.1,22.0,61-70,66.0,,,,2,,,,,,,,,,,,,,,,,,,,,,230272.0,"united states, dollar",no
30130,b,2013,medical & health care,medical and health care,,not recorded,enhancement,,,,19.0,xs,259.0,259,13.6,13.6,,3.8,0.2,5.0,21-30,24.0,,,,2,,,,,,,,,,,,,,,,,,,,,,9511.0,"united states, dollar",no
30137,b,2004,communication,telecommunication,,embedded systems,enhancement,pc,3gl,c,,,5310.0,5342,,,,,,4.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
30145,b,2013,medical & health care,medical and health care,,not recorded,enhancement,,,,13.0,xs,488.0,488,37.5,37.5,,1.2,0.1,11.0,9-14,12.0,,,,2,,,,,,,,,,,,,,,,,,,,,,21780.0,"united states, dollar",no
30147,b,2015,communication,telecommunications,business application,customer relationship management,enhancement,multi,,,98.0,s,1551.0,1551,15.8,15.8,,22.3,,4.4,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30169,b,2011,manufacturing,manufacturing,mathematically-intensive application,car design,new development,,4gl,visual basic,411.0,m2,,1992,,4.8,24.3,42.8,,9.6,,,yes,,,8,yes,,,client server,client server,,yes,,,,,,,,,,,,,,0.0,,,
30184,b,2015,communication,telecommunications,business application,stock control & order processing,enhancement,multi,,,202.0,m1,2689.0,2689,13.3,13.3,,23.5,,8.6,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30188,b,2015,communication,telecommunications,business application,customer relationship management,enhancement,multi,,,140.0,m1,1249.0,1249,8.9,8.9,,,,,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30192,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,44.0,s,300.0,300,6.8,6.8,,4.9,1.2,9.0,3-4,4.0,,,,2,,,,,,,,,,,,,,,,,,,,,,11289.0,"united states, dollar",no
30194,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,142.0,m1,54087.0,54087,380.9,380.9,,6.8,0.0,21.0,101+,172.0,,,,2,,,,,,,,,,,,,,,,,,,,,,2234765.0,"united states, dollar",no
30195,a,2008,communication,communications,real-time application,telecom & network management,enhancement,mr,3gl,c,181.0,m1,2321.0,2321,12.8,12.8,0.0,20.1,5.0,9.0,3-4,4.0,,,,17,yes,business logic or rule processing; data retrieval & presentation,database server; ftp server; messaging server; object/component server,,,web,yes,,,2.0,1.0,2.0,,,,2.0,2.0,,6.0,0.0,1.0,,"united states, dollar",
30197,b,2010,manufacturing,manufacturing,business application,car documentation management,enhancement,mr,4gl,visual basic,237.0,m1,,1974,,8.3,0.0,13.5,,17.5,,,,,,8,yes,,,client server,client server,,yes,,,,,,,,,,,,,,,,,
30205,b,2015,communication,telecommunications,business application,data or database management,enhancement,multi,,,56.0,s,605.0,605,10.8,10.8,,12.7,,4.4,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30214,b,2011,manufacturing,manufacturing,business application,accounting,enhancement,mr,4gl,abap,62.0,s,,1162,,18.7,0.0,8.1,,7.7,,,,,,8,yes,,,client server,client server,,yes,,,,,,,,,,,,,,0.0,,,
30215,b,2010,manufacturing,manufacturing,business application,team management,new development,mr,4gl,abap,223.0,m1,,2233,,10.0,4.5,48.5,,4.6,,,yes,,,8,yes,,,client server,client server,,yes,,,,,,,,,,,,,,0.0,,,
30225,b,2013,insurance,insurance,business application,unknown,enhancement,,,,71.0,s,470.0,470,6.6,6.6,,,,,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30226,b,2012,logistics,logistics,business application,business application,enhancement,,4gl,.net,5.0,xxs,11.0,11,2.2,2.2,0.0,7.1,,0.7,,,,,,2,,,,,,,,,,,,,,,,,,,,,,640.0,"european, euro",no
30233,b,2014,communication,telecommunications,business application,customer relationship management,enhancement,multi,4gl,siebel,167.0,m1,1361.0,1361,8.1,8.1,,45.1,,3.7,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30234,b,1998,,,,,new development,,,,744.0,m2,3439.0,3439,4.6,4.6,,106.3,9.7,7.0,9-14,11.0,yes,,,4,,,,,,,,,,,,,,,,,,,,,,,,
30241,b,2002,wholesale & retail,billing,business application,billing,enhancement,,3gl,c++,106.0,m1,19888.0,19888,187.6,187.6,,,,,,,,,,2,,,,,,,yes,,,,,,,,,,,,,,,,,
30243,a,2000,communication,communications,real-time application,telecom & network management,enhancement,pc,3gl,java,48.0,s,1213.0,1213,25.3,25.3,,16.0,4.0,3.0,3-4,4.0,,,,5,,,,,,,yes,,yes,,,,,,,,,,,,,,,
30244,b,2004,,,,,enhancement,,3gl,java,377.0,m2,8437.0,8437,22.4,22.4,,,,,,,,,,2,,,,,,web,,,,,,,,,,,,,,,,,,
30245,b,2015,communication,telecommunications,business application,workflow support & management,enhancement,multi,,,192.0,m1,2594.0,2594,13.5,13.5,,49.2,,3.9,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30248,b,2015,insurance,insurance,business application,electronic data interchange,enhancement,pc,3gl,java,237.0,m1,2741.0,2741,11.6,11.6,33.8,107.7,13.5,2.2,5-8,8.0,,,,2,,,,,,,,,,,,,,,,,,,,,,228425.0,"european, euro",no
30252,b,2000,communication,communications,business application,transaction/production system,new development,pc,4gl,,130.0,m1,3782.0,5909,29.1,45.5,7.7,32.5,,4.0,,,,,,4,no,,,,,,,,,,,,,,,,,,,,,,"netherlands, florin",
30259,b,2015,communication,telecommunications,business application,customer relationship management,enhancement,multi,3gl,java,72.0,s,244.0,244,3.4,3.4,,11.8,,6.1,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30263,b,2014,insurance,insurance,business application,unknown,enhancement,,3gl,pl/sql,60.0,s,193.0,193,3.2,3.2,,85.7,,0.7,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30265,b,1999,,,,,re-development,pc,,,336.0,m2,,4648,,13.8,,,,,,,,,,3,yes,,,lan based; unknown,lan based,,,,don't know,,,,,,,,,,,0.0,,,,
30267,b,1999,,,business application,management information system,new development,pc,,,695.0,m2,,5429,,7.8,,,,,,,,,,3,yes,,,lan based; unknown,lan based,,yes,,don't know,,,,,,,,,,,0.0,,,,
30269,b,2010,manufacturing,manufacturing,business application,selling organisation,enhancement,mf,3gl,pl/i,77.0,s,,1129,,14.7,0.0,32.1,,2.4,,,,,,8,no,,,mainframe,mainframe,,yes,,,,,,,,,,,,,,0.0,,,
30272,b,2005,communication,communications,mathematically-intensive application,relatively complex application,enhancement,multi,4gl,,34.0,s,254.0,254,7.5,7.5,,,,,,,,waterfall incl linear processing & ssadm,,3,yes,,,web,,web,yes,,,,,,,,,,,,,,,,,
30277,b,2013,medical & health care,medical and health care,,not recorded,enhancement,,,,28.0,xs,476.0,476,17.0,17.0,,2.5,0.1,11.0,15-20,17.0,,,,2,,,,,,,,,,,,,,,,,,,,,,22548.0,"united states, dollar",no
30278,b,2004,,,business application,financial application area,enhancement,multi,3gl,java,52.0,s,317.0,317,6.1,6.1,57.7,26.0,,2.0,,,,,,2,,,,web,,web,yes,,,,,,,,,,,,,,,,,
30281,a,2008,communication,communications; telecom & networking,mathematically-intensive application,network management; telecom and networking,enhancement,pc,3gl,c++,455.0,m2,1904.0,1904,4.2,4.2,0.0,75.8,19.0,6.0,3-4,4.0,,,,16,yes,web/html browser,database server; html/web server; messaging server; object/component server; security/authentication; application server,,,,yes,,,,2.0,2.0,,,,2.0,2.0,0.0,12.0,0.0,0.0,,,
30286,b,2002,communication,voice provisioning,,voice provisioning,enhancement,,3gl,java,345.0,m2,20859.0,20859,60.5,60.5,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
30289,b,2014,communication,telecommunications,business application,customer relationship management,enhancement,multi,,,206.0,m1,2917.0,2917,14.2,14.2,,30.7,,6.7,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30291,b,2002,government,public administration,,,new development,multi,3gl,java,699.0,m2,1838.0,1838,2.6,2.6,,58.3,,12.0,,,yes,,,5,,,,,,,,,,,,,,,,,,,,,,,,
30295,b,2014,insurance,insurance,business application,unknown,enhancement,,,,91.0,s,466.0,466,5.1,5.1,,22.8,,4.0,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30299,b,2013,insurance,insurance,business application,unknown,enhancement,,,,120.0,m1,1639.0,1639,13.7,13.7,,24.0,,5.0,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30305,a,2000,communication,communications,business application,transaction/production system,enhancement,,4gl,natural,115.0,m1,1576.0,1576,13.7,13.7,,23.0,2.6,5.0,9-14,9.0,,,,4,,,,,,,,,yes,,,,,,,,,,,,,,,
30308,b,1999,,,business application,management information system,re-development,mr,3gl,cobol,751.0,m2,,12513,,16.7,,,,,,,,,,3,yes,,,,,,yes,,don't know,,,,,,,,,,,1.0,,,,
30313,b,2004,communication,telecommunication,,,new development,pc,3gl,java,,,1812.0,2035,,,,,,3.6,5-8,7.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
30317,b,2003,financial,"financial, property & business services",business application,financial transaction process/accounting; client server,enhancement,multi,4gl,,,m2,2569.0,2569,,,,,,7.3,,,,,,3,yes,,,client server,,,,,,,,,,,,,,,,,,,,
30319,b,2006,,,business application,financial transaction process/accounting,enhancement,multi,3gl,java,,s,589.0,589,,,,,,2.9,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,,,,,,,,,,,,,,,,,
30323,b,2000,professional services,business services,business application,management information system,new development,pc,4gl,visual basic,1750.0,l,16170.0,16170,9.2,9.2,,67.3,5.6,26.0,9-14,12.0,no,,,4,,,,,,,,,,,,,,,,,,,,,,,,
30329,b,1999,insurance,insurance,business application,financial transaction process/accounting,enhancement,multi,4gl,visual basic,2045.0,l,3613.0,3613,1.8,1.8,,681.7,,3.0,,,no,waterfall incl linear processing & ssadm,,3,yes,,,c/s,,,yes,,,,,,,,,,,,,,,,,
30333,a,2003,insurance,insurance,business application,financial transaction process/accounting,enhancement,pc,3gl,visual basic,125.0,m1,183.0,183,1.5,1.5,,41.7,10.4,3.0,3-4,4.0,yes,,,13,yes,run a computer-human interface; business logic or rule processing,database server; file &/or print server,,,,yes,,,,,4.0,,,,,1.0,3.0,100.0,0.0,0.0,7100.0,"united kingdom, pound sterling",
30336,b,2009,manufacturing,manufacturing,business application,commercial web site,new development,pc,4gl,sql,425.0,m2,,2793,,6.6,2.4,137.1,,3.1,,,,,,8,no,,,multi-tier with web public interface,multi-tier with web public interface,,yes,,,,,,,,,,,,,,1.0,,,
30337,b,2006,,,business application,financial transaction process/accounting,new development,multi,3gl,java,,s,543.0,543,,,,,,2.3,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,,,,,,,,,,,,,,,,,
30338,b,2013,medical & health care,medical and health care,,not recorded,enhancement,,,,371.0,m2,33277.0,33277,89.7,89.7,,20.6,0.2,18.0,101+,133.0,,,,2,,,,,,,,,,,,,,,,,,,,,,1781593.0,"united states, dollar",no
30340,b,2004,,,,,enhancement,,,,19.0,xs,1081.0,1081,56.9,56.9,,9.0,,2.1,,,,,,2,yes,,,c/s,,,,,,,,,,,,,,,,,,,,
30344,b,1998,,,,,enhancement,,,,721.0,m2,6552.0,6552,9.1,9.1,,120.2,10.0,6.0,9-14,12.0,don't know,,,4,,,,,,,,,,,,,,,,,,,,,,,,
30345,b,2007,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3gl,cobol,80.0,s,1652.0,1652,20.7,20.7,,3.1,,25.9,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
30355,b,2004,banking,banking,business application,client server,new development,multi,4gl,visual basic,4104.0,xl,9150.0,14103,2.2,3.4,0.0,,,,9-14,12.0,,,,2,yes,,,,,,yes,,,,,,,,,,,,,,,,,
30358,b,2004,financial,"financial, property & business services",business application,financial transaction process/accounting; client server,enhancement,multi,4gl,,,xxs,11.0,11,,,,,,2.9,,,,,,3,yes,,,client server,,,,,,,,,,,,,,,,,,,,
30360,b,2010,manufacturing,manufacturing,business application,test vehicles reporting,new development,pc,4gl,bo,129.0,m1,,1371,,10.6,0.0,26.9,,4.8,,,yes,,,8,yes,,,client server,client server,,yes,,,,,,,,,,,,,,,,,
30362,b,2015,insurance,insurance,business application,financial transaction process/accounting,enhancement,pc,3gl,cobol,169.0,m1,1580.0,1580,9.3,9.3,,54.5,13.6,3.1,3-4,4.0,,,,2,,,,,,,,,,,,,,,,,,,,,,85944.0,"european, euro",no
30364,b,1999,manufacturing,manufacturing,business application,tools or system,new development,multi,4gl,visual basic,79.0,s,250.0,250,3.2,3.2,,26.3,,3.0,,,no,waterfall incl linear processing & ssadm,,3,yes,,,c/s,,,yes,,,,,,,,,,,,,,,,,
30365,b,2015,communication,telecommunications,business application,integration,enhancement,multi,3gl,tibco,79.0,s,1220.0,1220,15.4,15.4,,23.2,,3.4,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30366,b,2003,communication,communications,business application,business; customer billing/relationship management,enhancement,pc,4gl,,72.0,s,2028.0,3169,28.2,44.0,,24.0,,3.0,,,,,,9,yes,,,,,,yes,,,,,,,,,,,,,,,,,
30367,a,2009,service industry,government; community services,business application,catalogue/register of things or events,enhancement,multi,3gl,pl/i,117.0,m1,3549.0,3549,30.3,30.3,0.0,16.7,1.7,7.0,9-14,10.0,no,agile development,yes,17,yes,,,,,,yes,,,0.0,4.0,6.0,,,,0.0,6.0,4.0,13.0,0.0,0.0,,,
30370,b,2009,education,education institution,business application,catalogue/register of things or events,new development,pc,4gl,asp.net,119.0,m1,119.0,119,1.0,1.0,,19.8,6.6,6.0,3-4,3.0,,,,11,yes,run a computer-human interface; data entry & validation; data retrieval & presentation; web/html browser,database server; file &/or print server,,,,,,,,,,,,,,,,,0.0,0.0,,,
30373,b,2014,insurance,insurance,business application,unknown,enhancement,,,,58.0,s,278.0,278,4.8,4.8,,32.2,,1.8,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30376,b,1999,wholesale & retail,wholesale & retail trade,,,new development,mr,,mapper,317.0,m2,933.0,1103,2.9,3.5,,19.8,,16.0,,,yes,,,6,,,,,,,,,,,,,,,,,,,,,,,,
30382,b,2015,communication,telecommunications,business application,customer relationship management,enhancement,multi,,,59.0,s,995.0,995,16.9,16.9,,13.7,,4.3,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
30388,b,2015,communication,telecommunications,business application,online. esales,enhancement,multi,,,2048.0,l,15712.0,15712,7.7,7.7,,,,,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,web,,,,,,,,,,,,,,,,,,
30389,a,2011,insurance,insurance,business application,"calculation, quotation, insurance policy issue",new development,pc,4gl,adobe flex,157.0,m1,3339.0,3524,21.3,22.4,12.7,14.3,0.5,11.0,21-30,26.0,no,waterfall incl linear processing & ssadm,,15,yes,web/html browser; web public interface,database server; file &/or print server; html/web server; messaging server; multi-user legacy application,,,web,yes,,,8.0,2.0,2.0,,,,2.0,10.0,2.0,16.0,2.0,2.0,,,
30395,b,2006,communication,communications,real-time application,embedded system/real-time application,enhancement,mf,3gl,,,m1,662.0,662,,,,,,,,,,waterfall incl linear processing & ssadm,,3,,,,,,,yes,,,,,,,,,,,,,,,,,
30397,b,2006,,,business application,financial transaction process/accounting,new development,multi,3gl,java,,m1,1780.0,1780,,,,,,5.9,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,,,,,,,,,,,,,,,,,
