isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_speed_of_delivery,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,_case_tool_used,process_pmf_development_methodologies,process_pmf_docs,tech_tf_architecture,tech_tf_dbms_used,tech_tf_tools_used
27839,a,1993,professional services,computer systems consultant; public administration,Missing,Missing,enhancement,mr,3GL,Missing,241.0,m1,736.0,736,3.1,3.1,20.1,12.0,5-8,8.0,Missing,Missing,2,Missing,yes,
27841,b,2010,manufacturing,manufacturing,business application,customer management,enhancement,mr,3GL,java,405.0,m2,,12972,,32.0,66.4,6.1,Missing,,yes,Missing,8,yes,yes,
27845,b,2011,manufacturing,manufacturing,business application,immobility & facilities management,new development,mr,3GL,php,290.0,m1,,2498,,8.6,35.4,8.2,Missing,,yes,Missing,8,yes,yes,
27851,b,2009,manufacturing,manufacturing,business application,providing management,enhancement,multi,3GL,java,54.0,s,,508,,9.4,16.9,3.2,Missing,,yes,Missing,8,yes,yes,
27852,a,1994,manufacturing,chemicals,business application,office information system,new development,mf,3GL,pl/i,139.0,m1,939.0,976,6.8,7.0,19.9,7.0,2,2.0,no,Missing,5,no,yes,
27857,a,1992,manufacturing,manufacturing,Missing,Missing,new development,mf,3GL,pl/i,308.0,m2,,1167,,3.8,77.0,4.0,5-8,6.0,Missing,Missing,2,Missing,yes,
27862,b,1994,financial,"financial, property & business services",business application,transaction/production system,enhancement,mf,3GL,cobol,266.0,m1,,3762,,14.1,22.2,12.0,9-14,12.0,Missing,Missing,5,no,Missing,
27864,b,2001,communication,communications,business application,financial transaction process/accounting,enhancement,multi,3GL,c,1136.0,l,2811.0,2811,2.5,2.5,378.7,3.0,Missing,,no,waterfall incl linear processing & ssadm,3,yes,yes,
27865,b,2004,financial,"financial, property & business services",business application,data warehouse; financial transaction process/accounting,enhancement,Missing,4GL,Missing,,s,473.0,473,,,,5.9,Missing,,Missing,Missing,3,Missing,Missing,
27866,b,2003,government,public administration,Missing,Missing,new development,multi,3GL,java,1050.0,l,2169.0,2169,2.1,2.1,87.5,12.0,Missing,,Missing,Missing,3,Missing,Missing,
27868,b,2002,insurance,insurance,business application,customer billing/relationship management,new development,multi,3GL,visual basic,343.0,m2,4006.0,4006,11.7,11.7,114.3,3.0,Missing,,no,waterfall incl linear processing & ssadm,3,yes,yes,
27874,b,2000,insurance,insurance,Missing,Missing,enhancement,mr,4GL,Missing,951.0,m2,4140.0,4140,4.4,4.4,135.9,7.0,Missing,,yes,Missing,4,Missing,Missing,
27876,b,2013,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,130.0,m1,5944.0,5944,45.7,45.7,8.7,15.0,51-60,55.0,Missing,Missing,2,Missing,Missing,
27877,a,1993,manufacturing,manufacturing,Missing,Missing,enhancement,mf,3GL,pl/i,140.0,m1,548.0,619,3.9,4.4,28.0,5.0,9-14,11.0,Missing,Missing,2,Missing,yes,
27879,b,2000,communication,communications,real-time application,telecom & network management,enhancement,mf,3GL,cobol,838.0,m2,442.0,691,0.5,0.8,209.5,4.0,Missing,,Missing,Missing,4,no,Missing,
27883,b,1997,Missing,Missing,Missing,Missing,new development,pc,3GL,smalltalk,,m2,,4160,,,,12.0,Missing,,Missing,Missing,3,yes,Missing,
27887,b,2000,communication,communications,business application,transaction/production system,new development,mf,4GL,oracle,113.0,m1,754.0,1178,6.7,10.4,37.7,3.0,Missing,,Missing,Missing,4,yes,Missing,
27891,b,2013,insurance,insurance,business application,unknown,enhancement,Missing,Missing,Missing,52.0,s,88.0,88,1.7,1.7,86.7,0.6,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27893,b,2014,insurance,insurance,business application,unknown,enhancement,Missing,Missing,Missing,71.0,s,211.0,211,3.0,3.0,32.3,2.2,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27895,b,2001,government,public administration,Missing,Missing,new development,pc,3GL,html,329.0,m2,683.0,683,2.1,2.1,25.3,13.0,Missing,,Missing,Missing,3,Missing,Missing,
27897,b,1994,banking,banking,business application,transaction/production system,new development,mf,4GL,easytrieve,190.0,m1,2537.0,2537,13.4,13.4,27.1,7.0,5-8,5.0,yes,Missing,5,don't know,yes,
27899,b,2010,manufacturing,manufacturing,business application,car electronic design,enhancement,pc,4GL,visual basic,940.0,m2,,8468,,9.0,38.7,24.3,Missing,,Missing,Missing,8,yes,yes,
27901,b,1997,Missing,Missing,Missing,Missing,new development,Missing,Missing,Missing,251.0,m1,546.0,546,2.2,2.2,125.5,2.0,3-4,3.0,don't know,Missing,4,Missing,Missing,
27908,a,1993,manufacturing,manufacturing,Missing,Missing,new development,mf,4GL,easytrieve,519.0,m2,1155.0,1155,2.2,2.2,,,3-4,4.0,Missing,Missing,2,Missing,yes,
27909,b,2001,financial,"financial, property & business services",business application,financial transaction process/accounting,enhancement,mf,3GL,unix shell,78.0,s,107.0,107,1.4,1.4,,,Missing,,Missing,Missing,2,Missing,yes,
27913,b,2000,communication,Missing,real-time application,telecom & network management,new development,mr,Missing,slel,32.0,s,548.0,548,17.1,17.1,,,Missing,,Missing,Missing,3,Missing,yes,
27917,b,2005,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3GL,cobol,22.0,xs,1773.0,1773,80.6,80.6,,,Missing,,Missing,Missing,3,Missing,Missing,
27922,b,2015,communication,telecommunications,business application,stock control & order processing,enhancement,multi,Missing,Missing,96.0,s,829.0,829,8.6,8.6,15.7,6.1,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27923,b,2015,communication,telecommunications,business application,workflow support & management,enhancement,multi,Missing,Missing,79.0,s,1096.0,1096,13.9,13.9,23.2,3.4,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27925,b,2006,government,government,real-time application,telecom & network management,new development,multi,3GL,c,,Missing,12443.0,12443,,,,7.8,9-14,11.0,yes,Missing,1,yes,yes,
27926,a,1999,government,community services; insurance; public administration,business application,transaction/production system,enhancement,mf,3GL,cobol,80.0,s,352.0,391,4.4,4.9,40.0,2.0,3-4,4.0,yes,Missing,5,no,yes,
27932,b,2000,manufacturing,manufacturing,Missing,Missing,enhancement,Missing,3GL,pl/i,,Missing,54.0,1700,,,,5.0,3-4,4.0,Missing,Missing,1,Missing,Missing,
27934,a,2003,insurance,insurance,business application,financial transaction process/accounting,new development,mr,3GL,rpg,73.0,s,747.0,947,10.2,13.0,6.1,12.0,1,1.0,Missing,Missing,12,yes,Missing,
27935,a,2000,communication,communications,business application,management information system,enhancement,mr,3GL,java,95.0,s,1101.0,1327,11.6,14.0,11.9,8.0,5-8,7.0,Missing,rapid application development rad,5,Missing,yes,
27936,b,2012,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,39.0,s,6220.0,6220,159.5,159.5,2.3,17.0,41-50,45.0,Missing,Missing,2,Missing,Missing,
27937,b,2003,communication,communications,business application,marketing systems,enhancement,mf,4GL,Missing,51.0,s,451.0,451,8.8,8.8,15.9,3.2,3-4,3.0,Missing,Missing,14,Missing,yes,
27938,a,1999,financial,"financial, property & business services",business application,office automation,enhancement,pc,3GL,c++,1569.0,l,13282.0,13282,8.5,8.5,130.8,12.0,Missing,,yes,joint application development jad,6,Missing,yes,
27941,a,2005,service industry,community services; government,business application,management or performance reporting; online analysis and reporting,new development,multi,Missing,datastage,349.0,m2,3068.0,3068,8.8,8.8,29.1,12.0,5-8,5.0,no,Missing,14,yes,yes,
27951,a,1994,utilities,energy,business application,management information system,new development,mr,4GL,sql,1674.0,l,1210.0,1210,0.7,0.7,111.6,15.0,3-4,3.0,no,Missing,5,Missing,yes,
27953,b,2014,insurance,insurance,business application,unknown,enhancement,Missing,Missing,Missing,100.0,m1,577.0,577,5.8,5.8,45.5,2.2,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27954,b,2002,insurance,insurance,Missing,Missing,enhancement,mf,3GL,pl/i,95.0,s,968.0,968,10.2,10.2,19.0,5.0,Missing,,Missing,waterfall incl linear processing & ssadm,4,Missing,Missing,
27956,b,2001,electronics & computers,electronics,business application,trading,new development,multi,4GL,visual basic,268.0,m1,1093.0,1093,4.1,4.1,38.8,6.9,Missing,,no,waterfall incl linear processing & ssadm,3,yes,yes,
27957,a,2005,government,government,business application,management of licences and permits,enhancement,multi,3GL,java,138.0,m1,2298.0,2298,16.7,16.7,15.3,9.0,Missing,,Missing,Missing,9,Missing,Missing,
27958,b,2007,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3GL,cobol,87.0,s,2421.0,2421,27.8,27.8,8.4,10.3,Missing,,Missing,Missing,3,Missing,Missing,
27959,a,2007,government,government,business application,financial transaction process/accounting; online analysis and reporting,new development,multi,4GL,abap,860.0,m2,18825.0,18825,21.9,21.9,41.0,21.0,15-20,16.0,Missing,Missing,14,yes,yes,
27965,b,2012,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,90.0,s,3044.0,3044,33.8,33.8,9.0,10.0,21-30,29.0,Missing,Missing,2,Missing,Missing,
27966,a,1999,communication,communications,business application,management information system,enhancement,Missing,4GL,sql,1003.0,l,15794.0,19029,15.7,19.0,83.6,12.0,15-20,20.0,Missing,Missing,4,Missing,Missing,
27970,b,2013,banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,business application,surveillance and security,enhancement,pc,3GL,c#,3.0,xxs,9.0,9,3.0,3.0,0.3,12.0,1,1.0,Missing,agile development,6,Missing,yes,
27972,b,2014,insurance,insurance,business application,unknown,enhancement,Missing,Missing,Missing,142.0,m1,227.0,227,1.6,1.6,,,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27976,b,2001,government,public administration,Missing,Missing,new development,multi,4GL,focus,200.0,m1,764.0,764,3.8,3.8,14.3,14.0,Missing,,Missing,Missing,3,Missing,Missing,
27981,b,2004,banking,banking,business application,client server,new development,multi,4GL,xml,1200.0,l,7710.0,10293,6.4,8.6,190.5,6.3,9-14,11.0,Missing,Missing,2,yes,yes,
27982,b,2005,wholesale & retail,logistic wholesale & retail/storage,business application,management or performance reporting,new development,mr,3GL,java,,Missing,4301.0,4301,,,,1.6,9-14,10.0,yes,Missing,1,yes,yes,
27984,b,2011,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,22.0,xs,2397.0,2397,109.0,109.0,1.8,12.0,21-30,27.0,Missing,Missing,2,Missing,Missing,
27989,b,2005,banking,banking,business application,web-based application,new development,pc,3GL,java,,Missing,2910.0,3360,,,,7.5,5-8,5.0,Missing,Missing,0,Missing,yes,
27990,b,1998,manufacturing,aerospace / automotive,real-time application,software for machine control,new development,multi,3GL,c,530.0,m2,2519.0,2519,4.8,4.8,176.7,3.0,Missing,,no,waterfall incl linear processing & ssadm,3,yes,yes,
27996,b,2001,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3GL,pl/i,18.0,xs,3002.0,3002,166.8,166.8,1.4,13.0,Missing,,no,waterfall incl linear processing & ssadm,3,don't know,yes,
27998,b,2014,communication,telecommunications,business application,customer relationship management,enhancement,multi,4GL,visual basic,76.0,s,880.0,880,11.6,11.6,15.8,4.8,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
28006,b,2012,communication,telecommunications,business application,data warehouse system,enhancement,multi,3GL,shell,82.0,s,1268.0,1268,15.5,15.5,23.4,3.5,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
28009,b,1999,Missing,Missing,business application,management information system,re-development,mf,3GL,cobol,352.0,m2,,10901,,31.0,,,Missing,,Missing,Missing,3,no,yes,
28010,a,2000,communication,communications,business application,transaction/production system,enhancement,mr,3GL,c++,450.0,m2,7080.0,7080,15.7,15.7,56.3,8.0,15-20,20.0,Missing,Missing,5,yes,yes,
28011,b,2004,Missing,Missing,business application,financial application area,new development,multi,4GL,Missing,253.0,m1,2960.0,2960,11.7,11.7,35.6,7.1,Missing,,Missing,Missing,2,yes,yes,
28015,b,2013,banking,banking,business application,business application,new development,Missing,3GL,visual basic,283.0,m1,1054.0,1054,3.7,3.7,64.3,4.4,Missing,,Missing,Missing,2,Missing,Missing,
28020,a,2005,manufacturing,aerospace / automotive,business application,complex process control; logistic or supply planning & control; stock control & order processing,new development,multi,4GL,abap,186.0,m1,2018.0,3638,10.8,19.6,20.7,9.0,9-14,10.0,no,Missing,13,yes,yes,
28025,b,2002,wholesale & retail,ordering,business application,stock control & order processing,enhancement,Missing,3GL,c,270.0,m1,7837.0,7837,29.0,29.0,,,Missing,,Missing,Missing,2,Missing,Missing,
28026,a,2006,service industry,post/mail services,business application,Missing,new development,multi,3GL,java,420.0,m2,6031.0,6031,14.4,14.4,52.5,8.0,Missing,,Missing,Missing,3,yes,Missing,
28028,b,2003,Missing,Missing,Missing,Missing,enhancement,mf,3GL,cobol,25.0,xs,3694.0,3694,147.8,147.8,3.5,7.2,Missing,,Missing,Missing,2,Missing,Missing,
28031,a,1992,manufacturing,manufacturing,Missing,Missing,enhancement,mf,3GL,pl/i,401.0,m2,,2395,,6.0,40.1,10.0,9-14,10.0,Missing,Missing,2,Missing,yes,
28037,a,1994,financial,"financial, property & business services",business application,office information system,new development,pc,Missing,Missing,379.0,m2,1050.0,1050,2.8,2.8,37.9,10.0,2,2.0,no,Missing,5,no,Missing,
28039,b,2002,professional services,sales & marketing,business application,trading,enhancement,Missing,3GL,c,153.0,m1,1853.0,1853,12.1,12.1,,,Missing,,Missing,Missing,2,Missing,Missing,
28043,b,2002,financial,"financial, property & business services",business application,financial transaction process/accounting,enhancement,mf,4GL,shell,92.0,s,711.0,711,7.7,7.7,,,Missing,,Missing,Missing,2,Missing,yes,
28046,a,2000,financial,"financial, property & business services",Missing,web content & middleware,enhancement,pc,3GL,c++,30.0,s,120.0,120,4.0,4.0,5.0,6.0,Missing,,yes,joint application development jad,6,Missing,yes,
28053,a,2000,communication,communications,business application,management information system,enhancement,Missing,4GL,sql,55.0,s,2098.0,2098,38.1,38.1,13.8,4.0,15-20,16.0,Missing,Missing,4,Missing,Missing,
28057,a,1999,communication,communications,business application,transaction/production system,enhancement,pc,4GL,visual basic,125.0,m1,1902.0,1902,15.2,15.2,31.3,4.0,5-8,6.0,Missing,Missing,5,Missing,Missing,
28059,b,2015,communication,telecommunications,business application,online. esales,enhancement,multi,Missing,Missing,259.0,m1,3551.0,3551,13.7,13.7,60.2,4.3,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
28060,a,2009,manufacturing,manufacturing,business application,resources management,new development,multi,4GL,abap,1321.0,l,,16600,,12.6,155.4,8.5,Missing,,yes,Missing,10,yes,yes,
28068,b,2006,Missing,Missing,business application,financial transaction process/accounting,new development,multi,3GL,java,,m1,3007.0,3007,,,,7.8,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,yes,
28069,b,1998,professional services,professional services,business application,financial transaction process/accounting,new development,pc,Missing,centura,174.0,m1,1461.0,1461,8.4,8.4,29.5,5.9,Missing,,no,waterfall incl linear processing & ssadm,3,don't know,yes,
28073,b,2014,insurance,insurance,business application,unknown,enhancement,Missing,3GL,pl/sql,60.0,s,3329.0,3329,55.5,55.5,8.7,6.9,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
28074,b,2003,communication,communications,business application,business; workflow support & management,enhancement,mf,3GL,pl/sql,85.0,s,420.0,656,4.9,7.7,42.5,2.0,Missing,,Missing,Missing,9,Missing,yes,
28076,b,2004,Missing,Missing,business application,financial application area,new development,multi,4GL,Missing,,m2,20404.0,20404,,,,16.0,Missing,,Missing,Missing,2,yes,yes,
28080,b,2007,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3GL,cobol,303.0,m2,3386.0,3386,11.2,11.2,17.3,17.5,Missing,,Missing,Missing,3,Missing,Missing,
28082,b,1992,government,aerospace / automotive; computers & software; insurance; public administration,business application,executive information system,re-development,pc,3GL,c,429.0,m2,7842.0,7842,18.3,18.3,,,5-8,5.5,no,multifunctional teams,5,Missing,yes,
28084,b,2006,Missing,Missing,business application,financial transaction process/accounting,new development,multi,3GL,java,,m2,902.0,902,,,,4.5,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,yes,
28089,b,2014,insurance,insurance,business application,unknown,enhancement,Missing,4GL,natural,54.0,s,174.0,174,3.2,3.2,15.4,3.5,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
28090,b,2000,insurance,insurance,Missing,Missing,new development,mr,4GL,lotus notes,71.0,s,435.0,435,6.1,6.1,23.7,3.0,Missing,,Missing,Missing,3,Missing,Missing,
